userId,negative_samples
387,"[7711, 5201, 4392, 8510, 7053, 927, 2880, 1908, 961, 3984, 6403, 1546, 1260, 7890, 955, 2259, 3238, 370, 1964, 6812, 3321, 1265, 7847, 3127, 8671, 3971, 7097, 510, 2970, 3124, 7549, 7415, 932, 5401, 1924, 3033, 3766, 1948, 7329, 7818, 3012, 203, 4257, 2481, 8444, 6036, 2093, 238, 7468, 8356, 168, 4401, 4890, 1047, 7531, 5349, 9006, 6969, 6332, 1916, 2694, 39, 2539, 3685, 2979, 1073, 6898, 2123, 5073, 6916, 2978, 4686, 7524, 4886, 593, 7096, 5804, 8888, 66, 4648, 1645, 3914, 802, 4084, 3679, 882, 8072, 5940, 915, 3797, 9049, 1953, 7002, 8583, 33, 8921, 4479, 6190, 1053]"
388,"[4197, 2062, 2456, 6156, 6163, 5365, 6063, 7887, 7313, 3865, 4167, 212, 7541, 9025, 4129, 193, 68, 772, 8120, 8845, 7333, 9039, 6458, 1996, 6313, 7470, 2557, 259, 5835, 5984, 7408, 3700, 7251, 3068, 5437, 5298, 3062, 4890, 8071, 1455, 4009, 4119, 6791, 3753, 9005, 3944, 2476, 3888, 5600, 592, 1776, 6838, 4095, 4113, 7352, 4419, 6118, 4510, 3112, 1135, 4249, 6057, 8451, 750, 639, 3041, 8052, 2493, 3633, 881, 852, 8013, 1772, 4775, 2498, 8953, 7701, 8950, 6503, 9011, 1444, 8974, 8751, 7257, 7520, 2409, 9051, 5859, 8576, 3524, 7448, 7230, 3724, 6264, 1556, 4393, 2868, 8681, 3078]"
389,"[4083, 322, 3199, 6958, 7564, 3265, 5877, 2824, 886, 7270, 8440, 5034, 4135, 299, 2657, 941, 2024, 5017, 820, 2161, 7110, 1604, 4499, 1015, 4621, 2932, 7077, 6402, 6909, 5391, 8689, 364, 333, 1387, 8480, 584, 5230, 356, 5375, 672, 7811, 6516, 6965, 8088, 555, 8007, 8726, 6618, 2443, 7148, 7643, 3150, 7337, 7871, 3295, 7585, 6806, 6491, 3610, 7757, 7580, 6129, 6529, 1852, 6498, 222, 107, 7694, 4099, 1442, 1467, 2034, 717, 7981, 7601, 4023, 5555, 3886, 1839, 6926, 969, 2341, 3570, 6496, 7955, 1527, 4309, 7537, 2843, 5893, 1089, 199, 3268, 8388, 5940, 1356, 2437, 5519, 6846]"
390,"[6947, 3615, 5544, 9040, 8683, 8979, 6031, 353, 6642, 2134, 2352, 8041, 754, 6800, 8477, 3740, 6753, 1736, 5295, 2569, 7470, 6091, 8685, 7860, 4594, 1139, 8298, 2471, 2493, 3825, 8171, 5216, 7817, 2729, 8592, 4160, 2895, 4830, 469, 4166, 5874, 8930, 3905, 1623, 628, 222, 687, 6848, 1461, 7523, 1113, 3571, 6843, 3491, 8052, 8906, 4420, 2755, 865, 7432, 6466, 2920, 8933, 8844, 6087, 4903, 2230, 2097, 227, 6394, 7155, 4555, 6151, 6027, 4389, 6489, 1121, 3886, 5773, 3766, 9054, 2433, 7268, 107, 7867, 3072, 4383, 2787, 2200, 6605, 5557, 5574, 5679, 3010, 2427, 6742, 7440, 3744, 7651]"
391,"[6720, 1737, 2494, 8479, 7580, 7703, 2363, 3161, 3485, 7422, 4918, 6931, 8193, 4077, 6772, 8733, 8603, 8018, 3056, 1998, 5607, 8119, 6567, 7650, 5585, 6718, 8765, 3985, 570, 3378, 359, 7322, 5441, 8308, 5371, 8987, 7843, 6608, 9030, 6300, 8457, 7371, 1522, 3656, 5789, 7063, 2951, 3090, 3637, 4831, 5664, 3009, 7600, 4268, 1802, 3317, 1801, 5701, 5857, 426, 2587, 8045, 3260, 3936, 7162, 5280, 980, 7294, 3612, 4715, 1700, 3244, 8374, 2228, 2186, 1510, 1444, 4860, 773, 752, 6395, 4066, 3306, 8979, 8295, 7196, 3860, 7101, 8827, 3436, 9053, 3844, 1103, 7652, 1581, 3300, 1190, 261, 7289]"
392,"[2304, 1055, 6098, 6898, 8983, 8012, 5366, 3187, 4489, 8621, 8270, 7230, 5550, 5734, 1586, 8473, 8803, 975, 8922, 8936, 8584, 3444, 19, 8463, 8509, 8561, 2288, 4819, 5187, 2916, 2441, 2051, 4972, 7069, 4142, 3645, 18, 4545, 5625, 2913, 5275, 2190, 2202, 6510, 79, 8455, 4818, 1825, 4050, 5162, 7862, 5862, 1861, 6298, 7973, 5089, 2748, 8634, 1197, 7613, 3477, 1397, 6900, 4739, 8829, 8266, 1404, 4467, 3387, 8347, 4968, 4922, 1343, 5045, 5748, 8063, 5756, 4137, 8553, 2356, 4389, 871, 1532, 5422, 2731, 2847, 3119, 7653, 8006, 4078, 5938, 2392, 9051, 4364, 193, 3533, 8617, 7510, 5266]"
393,"[6118, 5564, 8934, 3792, 4514, 2764, 2491, 2917, 6340, 2676, 8691, 4515, 7031, 4602, 8268, 1962, 21, 6682, 4380, 2332, 254, 5382, 1360, 4936, 665, 271, 1634, 7173, 8415, 2516, 1186, 7055, 5503, 5200, 2837, 6566, 7110, 4329, 4467, 8734, 1539, 540, 8811, 6677, 8267, 5041, 7383, 7583, 1665, 752, 1333, 6384, 6258, 3705, 166, 5915, 5802, 2482, 1306, 2212, 614, 6810, 3038, 6102, 4589, 3418, 3515, 8262, 2149, 6465, 2626, 4550, 1612, 232, 8259, 1801, 321, 3285, 6952, 4675, 1102, 4335, 7955, 219, 3904, 6627, 3374, 3781, 286, 4453, 1406, 1107, 8773, 5585, 7209, 8843, 6299, 8451, 3321]"
394,"[2838, 2673, 6524, 7576, 6925, 3842, 6163, 6454, 4562, 1029, 6589, 129, 7154, 2473, 1817, 2198, 6204, 6290, 1577, 4140, 2217, 1628, 4187, 7103, 5719, 6683, 8446, 976, 6232, 2114, 1130, 7948, 8122, 8887, 1093, 3552, 8486, 2609, 8259, 1525, 8941, 4648, 4870, 6069, 8191, 6428, 2192, 2256, 50, 2360, 4308, 2076, 5254, 3380, 4055, 1284, 7233, 5580, 6866, 8631, 3131, 7518, 8239, 3282, 1389, 5167, 3413, 6084, 8261, 1421, 795, 7667, 4124, 5191, 4790, 3569, 6172, 2482, 6023, 3046, 5299, 2674, 8565, 5771, 1488, 6635, 1333, 732, 8569, 8069, 4183, 7622, 539, 1581, 6210, 1635, 6183, 6800, 5506]"
395,"[2148, 6844, 3464, 6750, 7808, 7040, 7368, 4940, 8501, 5516, 864, 3162, 8833, 5595, 2439, 4889, 5812, 3194, 3827, 3128, 77, 523, 9042, 5136, 5467, 2973, 6996, 6509, 6263, 328, 125, 5837, 3142, 2608, 5447, 8443, 3483, 7730, 7015, 1055, 5733, 940, 7086, 5386, 1917, 8414, 6060, 8625, 5988, 5965, 4248, 2421, 5553, 5699, 3460, 4632, 6879, 498, 4397, 6358, 2701, 5443, 6949, 8246, 2422, 3301, 1204, 454, 8325, 3734, 8500, 7822, 529, 9022, 6154, 7275, 1314, 2987, 557, 5282, 7326, 8087, 6317, 5366, 7263, 7949, 6920, 7119, 1845, 5127, 4239, 8692, 1010, 3502, 4007, 7448, 8735, 6437, 2241]"
396,"[6417, 467, 2846, 1417, 7362, 2997, 8548, 6038, 8521, 4588, 2309, 3421, 3462, 2244, 1979, 8370, 7607, 1717, 8465, 638, 3369, 2847, 338, 1826, 4941, 1374, 3509, 1971, 7324, 7908, 8593, 4305, 8635, 8299, 1471, 5725, 4787, 8302, 7625, 7954, 7021, 2409, 3311, 5177, 6221, 7321, 2884, 1874, 6758, 1966, 8208, 4500, 3247, 8360, 3181, 3136, 2954, 1758, 6549, 7443, 152, 7277, 3379, 3920, 3494, 2264, 238, 4161, 3273, 3055, 7847, 7629, 7244, 7407, 2371, 8727, 2305, 2362, 2785, 874, 3975, 7830, 6004, 6552, 7346, 3101, 8500, 8004, 6859, 4651, 2581, 1685, 8166, 2271, 7674, 4210, 4125, 4727, 7526]"
397,"[5970, 1778, 4191, 1866, 5637, 3397, 4956, 3548, 8774, 1516, 7640, 3591, 7567, 2185, 2787, 8160, 5771, 5180, 6936, 3306, 668, 4808, 4611, 5318, 7167, 2851, 4586, 1325, 2266, 5776, 811, 221, 465, 3140, 6419, 7570, 7467, 4487, 2883, 5900, 1938, 4875, 484, 480, 4443, 6646, 6288, 7128, 1401, 6504, 3111, 3817, 5893, 7756, 4392, 7929, 1359, 3760, 2487, 5720, 6987, 4583, 1235, 6560, 793, 5036, 3078, 4049, 5643, 6362, 8560, 1555, 502, 8754, 6903, 6002, 5458, 5085, 4858, 3967, 8699, 4349, 4285, 3786, 8044, 3193, 5000, 1648, 4009, 3503, 8203, 7187, 4179, 2921, 3341, 7616, 8731, 8076, 284]"
398,"[5971, 881, 6774, 6789, 799, 7483, 8416, 1601, 4146, 1240, 4656, 8186, 512, 3838, 1654, 4452, 451, 6491, 7462, 8414, 8591, 3111, 1677, 4462, 3028, 4008, 4947, 5764, 8020, 5798, 7805, 6379, 2136, 2428, 102, 1245, 7227, 4324, 3526, 2098, 4944, 1131, 5727, 7250, 5823, 598, 1629, 4468, 8984, 1643, 1639, 6907, 8971, 5007, 6205, 30, 4233, 8655, 3805, 4051, 6201, 8826, 7239, 3769, 1431, 4642, 722, 6718, 2597, 4218, 2415, 430, 3025, 446, 5100, 6034, 3741, 7583, 6042, 974, 8977, 2207, 6917, 8845, 2688, 4467, 8144, 1835, 1191, 1104, 774, 8563, 7495, 2753, 176, 2292, 6913, 912, 7490]"
399,"[5829, 8233, 1720, 2267, 3769, 6673, 7865, 558, 6570, 8393, 3502, 2849, 5383, 2184, 4074, 2004, 383, 6705, 8141, 3962, 6996, 8773, 7906, 8883, 1649, 6363, 5550, 444, 8304, 3795, 8475, 3794, 5285, 833, 3554, 4636, 7956, 7706, 4064, 2110, 1253, 1338, 7653, 7828, 8518, 3515, 7062, 7172, 1944, 3068, 6964, 828, 61, 4252, 8322, 8323, 1067, 7993, 3157, 46, 7415, 7051, 5001, 5978, 1044, 7961, 5741, 6586, 8255, 6451, 984, 7468, 3059, 6779, 7757, 1156, 8234, 6706, 8804, 2062, 8309, 8985, 6181, 8009, 3941, 3790, 2702, 2654, 4137, 2941, 2893, 2897, 6688, 1363, 7575, 4797, 6741, 3580, 675]"
400,"[8032, 4979, 8687, 4835, 7365, 3421, 1019, 984, 3987, 6332, 5663, 4223, 6745, 1419, 8982, 2051, 3352, 4595, 7534, 4453, 6740, 6342, 7776, 7734, 4892, 1666, 5320, 6521, 4720, 710, 8552, 2473, 7239, 6434, 2254, 8726, 3597, 1867, 6445, 2208, 5777, 6318, 2184, 8087, 3379, 6189, 2820, 7535, 222, 6472, 7839, 1211, 4747, 4928, 5364, 1236, 1832, 8008, 7400, 5836, 1316, 159, 506, 5515, 8619, 4236, 3507, 8034, 4807, 7760, 6060, 5566, 877, 4608, 5893, 1110, 5562, 4604, 4328, 4952, 6623, 2970, 7003, 2670, 7536, 6919, 7668, 1443, 5292, 2357, 2939, 5746, 5628, 6270, 3372, 248, 5947, 5680, 1853]"
401,"[2720, 2243, 6062, 943, 6410, 4950, 2504, 5981, 5093, 1533, 2782, 7878, 7426, 5069, 4980, 4134, 8992, 7263, 3764, 4984, 2021, 1818, 8199, 7709, 8155, 5196, 7909, 2411, 2746, 198, 713, 8633, 1052, 1786, 6574, 6338, 7792, 1571, 8854, 8213, 1045, 526, 7791, 5739, 3569, 78, 4912, 8327, 7345, 2651, 8723, 7673, 5959, 6191, 242, 1562, 4670, 5636, 2461, 6367, 617, 2541, 2602, 2271, 5797, 7742, 4181, 7736, 7683, 7557, 2844, 2375, 2464, 1565, 1082, 7911, 7111, 5111, 5767, 6303, 232, 7245, 7413, 1929, 4721, 6348, 4854, 799, 5753, 3243, 5076, 2954, 5703, 5115, 2663, 689, 4062, 6394, 6839]"
402,"[5463, 1193, 4691, 8248, 5725, 7152, 2233, 6188, 1183, 6016, 2636, 5949, 3213, 8518, 8801, 4582, 7621, 6338, 1590, 6236, 3443, 1352, 4413, 2246, 3587, 1661, 7951, 109, 8507, 4813, 6980, 6210, 6715, 75, 3730, 5981, 6640, 5253, 1444, 8812, 3866, 2920, 1575, 3266, 6263, 4700, 5831, 2347, 4270, 4084, 4175, 3158, 5535, 1381, 757, 7883, 4895, 101, 7490, 556, 5248, 7342, 2471, 6128, 7136, 816, 6644, 5473, 4029, 3930, 5304, 3700, 89, 326, 1862, 3564, 3924, 2425, 6747, 2530, 8236, 2569, 8387, 4258, 2898, 4929, 6119, 6226, 3156, 5631, 5339, 4297, 4077, 7524, 695, 5650, 2115, 18, 3976]"
403,"[7056, 32, 8591, 6678, 1859, 5233, 1604, 4927, 5396, 4348, 6514, 6984, 5658, 4628, 5066, 2590, 4780, 2001, 91, 1309, 1343, 778, 4673, 7753, 6576, 6558, 3079, 4982, 220, 8787, 7804, 836, 7583, 4092, 5773, 21, 6108, 2995, 7483, 3177, 1645, 4758, 2313, 2930, 1100, 5464, 5604, 6184, 561, 6384, 2915, 7207, 4159, 4703, 659, 6573, 495, 7564, 4946, 7848, 4366, 6376, 4769, 7665, 2904, 3056, 5698, 6228, 6209, 3558, 1114, 4249, 7812, 8425, 1009, 4466, 5441, 2290, 27, 4832, 9022, 1098, 2945, 7303, 2854, 1479, 1121, 5264, 6610, 8784, 5945, 2771, 2196, 7600, 1330, 7186, 3995, 7700, 4678]"
404,"[7530, 1306, 3959, 3454, 1500, 7897, 4744, 2964, 6492, 5603, 1557, 8532, 8597, 5484, 3295, 1547, 4919, 4449, 8813, 861, 3203, 8399, 1533, 36, 5822, 1696, 962, 3282, 5457, 4298, 3221, 2318, 7934, 8223, 987, 8265, 7451, 5392, 4485, 4128, 2279, 6988, 5707, 5352, 7942, 4579, 5577, 7375, 7010, 2827, 1677, 3539, 2548, 8952, 7430, 7319, 3867, 5787, 4134, 6506, 1604, 5361, 5921, 8847, 5801, 7790, 8766, 8811, 257, 123, 3789, 1465, 1759, 1289, 7520, 3417, 2396, 7350, 8599, 8594, 660, 2360, 8188, 6553, 2895, 6414, 5056, 6464, 5513, 317, 3960, 2308, 8062, 3114, 4653, 5260, 4193, 3273, 7314]"
405,"[8187, 3074, 5968, 6893, 8822, 2067, 3142, 2803, 4095, 4540, 6953, 7194, 7644, 759, 3521, 7128, 4482, 8838, 5243, 3912, 2863, 7165, 2940, 6522, 8549, 8898, 1695, 1473, 7054, 5417, 8755, 3022, 4490, 5773, 7752, 2168, 4927, 7174, 842, 4358, 5061, 5233, 2489, 5961, 5099, 4261, 2418, 1874, 8969, 4704, 3994, 5164, 5634, 2104, 8702, 3959, 1689, 2458, 800, 5041, 5143, 1306, 8106, 5, 1787, 8646, 8848, 5958, 2759, 577, 8051, 4582, 7254, 688, 4692, 2592, 827, 1053, 2788, 8122, 6369, 6377, 4331, 347, 8169, 7551, 4220, 7503, 4305, 4417, 4679, 8795, 4333, 6238, 7148, 5215, 1844, 7057, 954]"
406,"[673, 7794, 1541, 8904, 880, 2360, 115, 2496, 605, 5747, 4992, 4075, 5936, 5567, 8746, 3377, 2666, 5578, 2784, 2361, 403, 5748, 3941, 863, 3375, 6291, 2294, 9008, 7836, 7031, 5151, 6175, 5473, 4091, 7493, 3674, 4246, 7951, 4412, 229, 5682, 746, 3310, 6380, 1652, 7168, 600, 7940, 3056, 4320, 1623, 7971, 4197, 1890, 6272, 1632, 3388, 2354, 2701, 2372, 4691, 7603, 1818, 2449, 1205, 1059, 8342, 9053, 1920, 1324, 2410, 135, 2016, 650, 4494, 6787, 3681, 6886, 6942, 2673, 6315, 39, 714, 8334, 8771, 7866, 7335, 4467, 6977, 2775, 819, 4902, 5535, 6421, 3604, 6134, 8493, 1899, 1524]"
407,"[8301, 5801, 2232, 7944, 650, 1031, 6642, 7852, 8534, 3787, 658, 1310, 1343, 2674, 4474, 8724, 6678, 5378, 2985, 5027, 2304, 8056, 476, 2584, 2620, 3535, 3485, 3617, 7534, 1092, 7946, 1311, 887, 5474, 3240, 6698, 1562, 4868, 7013, 321, 5665, 2600, 8175, 1702, 365, 4858, 2183, 3347, 740, 7542, 7023, 8282, 6143, 7184, 121, 1457, 8700, 3545, 3934, 2385, 3083, 6703, 7977, 4812, 6523, 851, 5199, 4805, 2275, 5765, 1135, 5949, 4716, 2366, 2846, 5806, 1531, 5744, 1201, 4052, 2911, 7112, 296, 7828, 528, 5615, 8208, 4315, 1137, 6658, 8026, 7094, 8114, 306, 45, 5100, 4838, 8741, 7699]"
408,"[5211, 4780, 5385, 2862, 6771, 4857, 2201, 4726, 2510, 5303, 1267, 1050, 2454, 7657, 6679, 7844, 6610, 7309, 4875, 2647, 5821, 5864, 6117, 1907, 8202, 5559, 3353, 1143, 2840, 4059, 689, 5732, 3345, 5398, 2102, 8111, 902, 3812, 4982, 7281, 6415, 4272, 6523, 6700, 1912, 1974, 6896, 8314, 9059, 4001, 4391, 3515, 3542, 3574, 839, 5115, 8811, 1329, 5334, 2403, 1463, 3497, 1680, 4324, 7880, 1747, 8590, 844, 5603, 5542, 7189, 5924, 8665, 311, 2787, 4547, 7177, 2954, 5354, 5235, 3340, 2897, 3473, 3042, 9001, 4587, 7700, 5174, 4314, 3664, 2452, 2999, 6693, 8143, 3556, 5578, 2124, 8334, 3834]"
409,"[8444, 3782, 6840, 3058, 4612, 2111, 2523, 17, 504, 3218, 4635, 6039, 4969, 7070, 1120, 241, 4700, 1601, 7112, 566, 597, 6381, 928, 7428, 3556, 7662, 8269, 7424, 3361, 4094, 5810, 8548, 802, 4548, 4530, 6534, 481, 6451, 147, 3133, 929, 6730, 754, 4385, 995, 159, 5154, 1510, 5094, 1048, 4634, 699, 4557, 1919, 162, 411, 296, 7318, 957, 8260, 2118, 8571, 5594, 1398, 1802, 2940, 4584, 5965, 309, 1974, 8474, 4180, 3343, 8213, 3060, 2704, 6787, 2649, 7343, 1203, 9024, 3505, 1547, 7589, 7951, 2592, 2604, 652, 8038, 360, 5327, 2354, 7150, 1629, 3412, 3200, 6309, 5347, 7693]"
410,"[3791, 5128, 2587, 2196, 680, 6103, 5271, 1865, 6269, 5791, 6344, 4635, 496, 7588, 4099, 3253, 2680, 6052, 2248, 3398, 7975, 8183, 6609, 4106, 6756, 8974, 2902, 4020, 6408, 4769, 3468, 205, 6111, 6349, 4530, 326, 948, 7782, 483, 5892, 3710, 2982, 2401, 8421, 4875, 2118, 2413, 4478, 8936, 6490, 1945, 8653, 5305, 510, 6718, 6910, 1432, 4284, 5440, 8566, 6134, 2983, 3647, 3537, 1479, 4493, 4287, 5575, 6019, 2909, 7195, 5907, 8148, 2625, 3881, 8620, 4791, 8301, 8701, 7063, 3528, 8317, 3096, 3945, 2489, 1942, 5240, 5193, 797, 5695, 7661, 1166, 3961, 3, 8707, 2729, 8514, 5664, 6619]"
411,"[3597, 7017, 2397, 6885, 4570, 5179, 2182, 1143, 1374, 7968, 7971, 6795, 8671, 6485, 8115, 5210, 3606, 2907, 8084, 7441, 1577, 2006, 4002, 4683, 557, 4799, 4187, 4809, 4361, 2871, 8105, 4690, 8176, 163, 6662, 6564, 5078, 4203, 2521, 4502, 2575, 8050, 6306, 4041, 7590, 7059, 6106, 7214, 8857, 3677, 8266, 2287, 1780, 4929, 7094, 1495, 1931, 5395, 6310, 9062, 8631, 7212, 512, 5176, 2054, 2020, 1498, 2046, 7752, 1960, 942, 1378, 90, 7555, 1745, 7921, 4932, 6993, 6502, 2147, 2127, 1425, 6612, 3393, 5807, 8670, 3334, 1604, 7857, 275, 897, 5154, 1285, 1801, 6912, 1056, 731, 5696, 8569]"
412,"[3541, 603, 3838, 6684, 3885, 8810, 1958, 2335, 3408, 5262, 4351, 5828, 2825, 2388, 9044, 1984, 1699, 5771, 8592, 7187, 5831, 4149, 8463, 3302, 501, 3367, 1651, 8303, 8840, 6250, 2975, 8661, 5259, 6463, 1086, 8966, 4962, 6374, 5639, 4009, 2978, 6320, 4540, 3929, 1652, 4810, 4936, 1721, 732, 7240, 7166, 4504, 5937, 4466, 5058, 4788, 7916, 1460, 676, 745, 6466, 5582, 4429, 3424, 4247, 5108, 5233, 1943, 8281, 6368, 852, 6998, 6999, 8616, 8533, 5788, 298, 7029, 1713, 317, 4391, 8523, 7870, 7316, 1423, 1442, 4401, 5091, 5404, 6745, 5420, 3579, 8911, 6838, 7606, 6092, 6050, 6021, 8826]"
413,"[8824, 3841, 7937, 6024, 8736, 3670, 5181, 6691, 443, 8652, 6838, 3851, 1520, 1742, 6117, 4744, 2007, 9064, 8681, 5735, 1224, 5350, 8244, 6751, 2247, 5889, 6786, 610, 1734, 645, 2894, 5955, 5516, 8113, 1867, 4613, 8750, 8845, 1381, 8556, 4610, 1803, 8313, 2157, 4621, 5962, 7396, 5137, 4756, 1305, 2957, 7861, 5261, 5145, 8060, 8770, 6638, 8907, 6138, 7428, 8051, 4512, 7271, 3934, 2000, 5511, 8251, 5067, 1441, 7609, 4913, 1740, 3884, 5508, 804, 4188, 1892, 4733, 7971, 2351, 7929, 2732, 322, 722, 6413, 2919, 626, 1271, 2334, 1513, 4866, 3658, 3312, 313, 332, 3510, 8473, 6883, 8189]"
414,"[7043, 3332, 3015, 6410, 6987, 2421, 6464, 6889, 7407, 3574, 4166, 8776, 9061, 2047, 6888, 1692, 2796, 5871, 3655, 3404, 3901, 507, 5723, 9005, 4943, 2931, 4086, 6838, 1454, 2996, 8127, 6533, 7188, 188, 554, 6276, 3876, 5821, 1432, 8985, 7083, 3352, 8280, 8909, 2985, 187, 8551, 7540, 5947, 5225, 353, 4322, 7727, 6033, 5154, 4548, 3683, 682, 4419, 1045, 6652, 1142, 968, 4140, 4656, 1957, 1927, 2455, 1495, 6014, 2601, 8476, 2840, 3544, 8071, 5197, 4553, 280, 6037, 8128, 5418, 2401, 4241, 1450, 384, 4367, 1515, 1205, 3368, 7782, 3111, 913, 5019, 2604, 4737, 5350, 947, 3072, 4770]"
415,"[5570, 188, 7188, 923, 2865, 6623, 2089, 5715, 7301, 7372, 5833, 6320, 4722, 5185, 2812, 7662, 1678, 7247, 5176, 2542, 4763, 3334, 810, 4607, 7351, 5239, 2207, 7866, 1462, 1156, 1654, 6074, 1776, 8749, 8614, 5686, 8694, 8012, 2117, 4828, 8369, 7523, 5957, 8329, 3661, 4538, 6196, 3987, 5342, 8211, 2006, 4586, 6435, 774, 4593, 7810, 7920, 3475, 8684, 6944, 8785, 5984, 3788, 6394, 3331, 48, 6843, 8530, 1602, 2247, 1638, 3125, 2943, 8173, 9017, 7253, 8351, 2778, 4054, 913, 5925, 7177, 3902, 5689, 8509, 471, 2447, 3085, 318, 6590, 5352, 3080, 4656, 8743, 2023, 422, 3699, 367, 7193]"
416,"[8153, 3946, 2552, 148, 7761, 2153, 138, 7228, 7119, 6952, 1127, 8911, 3180, 6814, 4015, 4033, 7846, 8499, 5400, 2256, 8580, 7632, 8918, 8169, 4116, 1449, 8119, 1036, 2068, 340, 2102, 4268, 2033, 415, 8934, 2778, 805, 3503, 401, 3979, 3838, 4444, 2049, 3828, 3012, 1107, 3050, 7120, 8852, 2318, 7139, 1665, 5022, 7640, 5313, 3768, 1966, 6244, 8340, 3586, 3739, 329, 1033, 1516, 2105, 7939, 5285, 5224, 8620, 3473, 1537, 6427, 4364, 4468, 7623, 625, 4730, 6353, 4097, 1892, 3475, 2825, 6838, 4771, 7107, 8332, 545, 7282, 2833, 8902, 443, 593, 5124, 4201, 2493, 3081, 3972, 1095, 7301]"
417,"[6326, 1442, 1356, 8789, 5536, 8753, 5214, 194, 6394, 4301, 4851, 2551, 8862, 4672, 7175, 5088, 180, 602, 6760, 8542, 5958, 1311, 2991, 3564, 7959, 8960, 1066, 1069, 6882, 7097, 4008, 7966, 7414, 5556, 36, 360, 1853, 139, 2953, 5748, 7871, 3756, 2152, 5507, 8927, 4390, 2455, 6618, 5580, 906, 1904, 8280, 8856, 1711, 4382, 253, 5790, 1245, 6505, 5274, 5982, 2335, 7306, 5393, 3354, 8136, 2855, 5946, 7700, 8670, 4166, 2333, 7412, 1178, 254, 2208, 4480, 3813, 4656, 2368, 3147, 7751, 4206, 392, 2183, 3603, 2251, 4344, 5037, 5730, 5864, 2753, 8919, 8790, 4915, 7452, 6387, 7117, 1958]"
418,"[5138, 4038, 6196, 5191, 2163, 3051, 3460, 6820, 1569, 6105, 7283, 4287, 5995, 7659, 1935, 5286, 920, 5157, 3385, 7207, 5801, 3533, 3267, 5112, 2855, 8718, 4251, 7423, 5886, 4170, 51, 4604, 677, 4823, 1248, 2702, 8189, 7730, 1509, 3992, 2765, 455, 45, 968, 8298, 7859, 2916, 5997, 1216, 6993, 5606, 2940, 7555, 415, 5201, 1076, 6969, 8275, 3035, 8131, 6677, 8422, 6648, 5517, 5406, 4798, 1421, 2258, 169, 3522, 2212, 3482, 2464, 909, 3020, 1865, 751, 1362, 1559, 7351, 3771, 7362, 7454, 4736, 8755, 7227, 7965, 880, 1773, 4456, 3123, 3953, 8438, 3004, 6988, 2421, 8087, 2504, 8782]"
419,"[7377, 7071, 6721, 4181, 7541, 2012, 7080, 1740, 4129, 7923, 7958, 5965, 5700, 4562, 5775, 4310, 4923, 3367, 8191, 3549, 4030, 7653, 8936, 114, 5857, 8961, 6364, 7242, 5465, 5669, 6019, 2435, 8557, 2397, 6275, 4756, 3261, 1315, 6561, 7648, 1757, 6107, 5402, 2154, 7577, 5572, 4673, 219, 7987, 1950, 2350, 981, 1366, 1062, 7182, 3641, 2409, 4621, 5088, 5213, 821, 7733, 8095, 4248, 3117, 77, 3689, 8677, 6810, 1368, 3390, 1779, 52, 3981, 7833, 1223, 591, 3123, 1360, 5581, 7326, 8938, 477, 4699, 943, 6444, 8660, 3669, 1156, 2703, 6005, 5631, 8931, 3490, 8842, 5105, 4639, 1908, 8079]"
420,"[1608, 7656, 100, 7527, 3325, 3449, 6313, 649, 131, 5993, 8696, 3783, 6453, 1259, 4345, 3258, 8144, 7879, 712, 8563, 8730, 4199, 3161, 1406, 6413, 2247, 639, 1865, 1445, 369, 7709, 7387, 1702, 4727, 2012, 5329, 8156, 5173, 1883, 6438, 4273, 5146, 2576, 834, 7907, 8082, 5789, 6053, 7580, 3455, 1131, 5866, 7099, 5460, 703, 2597, 3601, 1638, 4816, 3670, 2203, 257, 2767, 9, 1100, 476, 7663, 340, 8579, 4236, 8588, 5879, 3164, 588, 3580, 8286, 6117, 3396, 8671, 5756, 8030, 4507, 4023, 958, 4510, 8779, 1537, 6121, 1398, 6783, 6578, 566, 6766, 5606, 2493, 915, 4160, 3400, 3978]"
421,"[8090, 6509, 5797, 3633, 4968, 520, 7200, 2919, 3082, 1016, 2558, 6427, 7226, 4582, 1078, 6449, 1458, 2471, 8647, 7476, 8462, 553, 1025, 4542, 4406, 8021, 7810, 5418, 6036, 3231, 461, 4076, 1699, 2062, 4402, 6235, 166, 6833, 9065, 1972, 4240, 3644, 3565, 2345, 3543, 8557, 1461, 5539, 5957, 8101, 5519, 383, 5688, 7111, 4114, 1697, 3330, 2602, 4469, 8376, 5274, 3664, 6824, 4526, 7540, 1999, 6625, 7670, 1667, 7012, 5436, 710, 557, 2117, 1462, 4726, 4673, 7386, 7852, 6688, 9060, 1884, 1388, 3361, 1257, 4503, 2228, 1373, 3270, 2798, 7664, 8704, 7855, 1317, 7618, 3868, 8718, 2681, 2525]"
